product_id,name,description,dimensions,brand,category,material,image_url,seller,seller_address,price,stock_quantity
P1162,Verde Storage Box,Multi-purpose storage box with secure lid.,17x50x3 cm,Verde,Storage Box,Cotton (non-organic),https://thvnext.bing.com/th/id/OIP.qp0Yd1BfYLX7aCWumHn06QHaHa?w=196&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Mumbai, India",88.97,83
P1178,Verde Storage Box,Multi-purpose storage box with secure lid.,43x38x13 cm,Verde,Storage Box,Glass (recycled),https://thvnext.bing.com/th/id/OIP.HUELrh_abvKTUBUDbcHLJAAAAA?w=196&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Hyderabad, India",38.83,94
P1187,EcoChoice Storage Box,Multi-purpose storage box with secure lid.,37x16x13 cm,EcoChoice,Storage Box,Steel (virgin),https://thvnext.bing.com/th/id/OIP.wHAKnMNRDVnpAyfCMAwUkgHaGj?w=196&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Bangalore, India",67.22,49
P1007,NatureMark Table Lamp,Minimalistic table lamp suitable for study or bedside use.,38x11x17 cm,NatureMark,Table Lamp,Plastic (general),https://tse4.mm.bing.net/th/id/OIP.P0YxkIqtdO_LVIY5UHnvLwHaIJ?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,EarthOutlet,"Mumbai, India",18.53,80
P1015,EcoLife Table Lamp,Minimalistic table lamp suitable for study or bedside use.,43x31x3 cm,EcoLife,Table Lamp,Stainless Steel,https://thvnext.bing.com/th/id/OIP.HsSB21k9VzOa7LXrpCndowHaHa?w=189&h=189&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EarthOutlet,"Chennai, India",88.03,19
P1030,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,39x39x8 cm,ReThink,Table Lamp,PP,https://thvnext.bing.com/th/id/OIP.LqWFVou_DURHtWO8RD-2mAHaIJ?w=172&h=189&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EcoGoods Hub,"Chennai, India",39.82,69
P1044,EcoLife Table Lamp,Minimalistic table lamp suitable for study or bedside use.,34x36x18 cm,EcoLife,Table Lamp,Paper (recycled),https://thvnext.bing.com/th/id/OIP.dDX4FxCt40jl4xiFv8lEsAHaHa?w=215&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Chennai, India",13.64,62
P1077,PlanetWear Table Lamp,Minimalistic table lamp suitable for study or bedside use.,47x8x2 cm,PlanetWear,Table Lamp,PET,https://thvnext.bing.com/th/id/OIP.V1qwLeBwCXixQ27RlALjMAHaGa?w=240&h=208&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Delhi, India",70.7,50
P1078,EarthWise Table Lamp,Minimalistic table lamp suitable for study or bedside use.,19x32x9 cm,EarthWise,Table Lamp,Paper (recycled),https://thvnext.bing.com/th/id/OIP.k0CFMVZxdv2T0_IoV970zgHaHa?w=196&h=197&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Chennai, India",87.44,29
P1088,GreenGear Table Lamp,Minimalistic table lamp suitable for study or bedside use.,29x15x4 cm,GreenGear,Table Lamp,PET,https://thvnext.bing.com/th/id/OIP.V1qwLeBwCXixQ27RlALjMAHaGa?w=240&h=208&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Bangalore, India",58.33,87
P1094,EcoChoice Table Lamp,Minimalistic table lamp suitable for study or bedside use.,42x23x7 cm,EcoChoice,Table Lamp,Aluminum (recycled),https://thvnext.bing.com/th/id/OIP.xBeg7op3nZkfwLCwHJpwHwHaHa?w=214&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Hyderabad, India",26.56,97
P1095,EcoNest Table Lamp,Minimalistic table lamp suitable for study or bedside use.,11x26x14 cm,EcoNest,Table Lamp,Concrete,https://thvnext.bing.com/th/id/OIP.hNz4miPWG2wz8s6HTcH-KQHaHa?w=215&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Bangalore, India",84.58,77
P1096,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,16x15x17 cm,ReThink,Table Lamp,Organic Cotton,https://thvnext.bing.com/th/id/OIP.G3Xp-wSSIp0rYse1mbY9mgHaHa?w=215&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Delhi, India",10.22,10
P1108,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,18x46x14 cm,ReThink,Table Lamp,Steel (virgin),https://thvnext.bing.com/th/id/OIP.k_0e9v8dP6inGgw_5srlfAHaHa?w=214&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Delhi, India",30.84,100
P1109,EarthWise Table Lamp,Minimalistic table lamp suitable for study or bedside use.,45x8x1 cm,EarthWise,Table Lamp,Stainless Steel,https://thvnext.bing.com/th/id/OIP.i82FBVGWmUzGCdG0YwO6OQAAAA?w=208&h=208&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Bangalore, India",58.01,42
P1116,NatureMark Table Lamp,Minimalistic table lamp suitable for study or bedside use.,14x10x9 cm,NatureMark,Table Lamp,Cotton (non-organic),https://thvnext.bing.com/th/id/OIP.V1qwLeBwCXixQ27RlALjMAHaGa?w=240&h=208&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Delhi, India",67.91,55
P1127,NatureMark Table Lamp,Minimalistic table lamp suitable for study or bedside use.,14x33x1 cm,NatureMark,Table Lamp,Rubber (natural),https://thvnext.bing.com/th?q=Metal+Art+Table+Lamp&w=120&h=120&c=1&rs=1&qlt=90&cb=1&dpr=1.1&pid=InlineBlock&mkt=en-IN&cc=IN&setlang=en&adlt=strict&t=1&mw=247,Nature's Store,"Hyderabad, India",81.85,82
P1135,EcoLife Table Lamp,Minimalistic table lamp suitable for study or bedside use.,25x19x19 cm,EcoLife,Table Lamp,Paper (recycled),https://thvnext.bing.com/th/id/OIP.yLbvVYtJMBG1_xI39GCxBwHaHa?w=197&h=197&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Hyderabad, India",80.67,42
P1146,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,37x8x7 cm,ReThink,Table Lamp,HDPE,https://thvnext.bing.com/th/id/OIP.DR31nnDcLSHWuAJitchbXgHaHa?w=212&h=212&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Delhi, India",33.79,52
P1149,GreenGear Table Lamp,Minimalistic table lamp suitable for study or bedside use.,18x46x13 cm,GreenGear,Table Lamp,Rubber (natural),https://thvnext.bing.com/th/id/OIP.FZXOjMNAv-vPqVJc57-DGQHaHa?w=195&h=195&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Bangalore, India",68,11
P1155,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,30x17x13 cm,ReThink,Table Lamp,Plastic (general),https://thvnext.bing.com/th/id/OIP.WaTLAjp2AD5phubrACv4uAHaHa?w=195&h=195&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Delhi, India",45.57,13
P1172,GreenGear Table Lamp,Minimalistic table lamp suitable for study or bedside use.,20x29x8 cm,GreenGear,Table Lamp,Copper,https://thvnext.bing.com/th/id/OIP._bbV6VjMIryhB09YDk46oAHaJ3?w=146&h=195&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Delhi, India",42.3,57
P1177,NatureMark Table Lamp,Minimalistic table lamp suitable for study or bedside use.,6x47x3 cm,NatureMark,Table Lamp,LDPE,https://thvnext.bing.com/th/id/OIP.weM8JdtIp-1bH90sVKvCkgHaHa?w=196&h=195&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Bangalore, India",36.1,41
P1001,EarthWise T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,16x30x17 cm,EarthWise,T-shirt,Concrete,https://earthwisedistribution.com/wp-content/uploads/2021/10/F_Back.png,Verde Suppliers,"Mumbai, India",47.65,42
P1009,GreenGear T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,47x13x1 cm,GreenGear,T-shirt,PET,https://tse1.mm.bing.net/th/id/OIP.M-ZhlWjuo-31PJw9hZmaaAHaIz?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,Verde Suppliers,"Mumbai, India",45.02,25
P1018,GreenGear T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,32x43x3 cm,GreenGear,T-shirt,PP,https://tse2.mm.bing.net/th/id/OIP.S_IZ-iMUsrK8z1tVDVZ6ZQHaHa?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,GreenMart,"Chennai, India",91.32,65
P1029,EcoChoice T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,18x10x3 cm,EcoChoice,T-shirt,LDPE,"https://cms.cloudinary.vpsvc.com/image/upload/c_scale,dpr_auto,f_auto,q_70,w_auto:50:550/India%20LOB/Category%20Images/Premium-Men_s-Cotton-T-Shirt_Category-image_1x1",EcoGoods Hub,"Delhi, India",34.54,24
P1031,NatureMark T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,33x21x18 cm,NatureMark,T-shirt,PVC,https://tse4.mm.bing.net/th/id/OIP.bmGUiX444mQEkBUtjz_Y7gHaHa?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,EcoGoods Hub,"Delhi, India",99.67,13
P1039,EcoLife T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,5x18x20 cm,EcoLife,T-shirt,Copper,https://th.bing.com/th/id/R.c35de19e4655594f66d1d17c403fd650?rik=OD306JAINbWLCA&riu=http%3a%2f%2fmarketinggenie.co.in%2fwp-content%2fuploads%2f2023%2f05%2fTshirt.webp&ehk=Ye3seM7sKfB03IFjwd2fqRRxYn2NyttYlY8ArGrMKxc%3d&risl=&pid=ImgRaw&r=0,Verde Suppliers,"Chennai, India",54.19,41
P1046,PlanetWear T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,31x39x14 cm,PlanetWear,T-shirt,Organic Cotton,https://thvnext.bing.com/th/id/OIP.te841OjvbMrqP8eOrZMfagHaHa?w=192&h=186&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Bangalore, India",38.89,76
P1062,GreenGear T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,21x7x6 cm,GreenGear,T-shirt,LDPE,https://thvnext.bing.com/th/id/OIP.xU1B1N4yNIitYKdy61_5RgHaIC?w=173&h=188&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Mumbai, India",36.86,48
P1080,NatureMark T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,14x19x14 cm,NatureMark,T-shirt,Glass (recycled),https://thvnext.bing.com/th/id/OIP.wkV2YYvgZKitH2RkzqvKiAHaJQ?w=147&h=184&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EarthOutlet,"Delhi, India",19.17,96
P1083,Verde T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,32x11x6 cm,Verde,T-shirt,Plastic (general),https://thvnext.bing.com/th/id/OIP.FxCMTUfCOa2-iu-n1nufuAHaHa?w=175&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Hyderabad, India",9.77,52
P1086,GreenGear T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,35x44x2 cm,GreenGear,T-shirt,Stainless Steel,https://thvnext.bing.com/th/id/OIP.d5KMHBll2CHiBkasQd1f7QHaJ4?w=153&h=188&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EarthOutlet,"Mumbai, India",18.46,85
P1102,PlanetWear T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,43x18x10 cm,PlanetWear,T-shirt,Organic Cotton,https://thvnext.bing.com/th/id/OIP.g-Wfqgj3Kc1oorH8GIz_oAHaKu?w=148&h=214&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Delhi, India",22.06,67
P1111,EcoChoice T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,31x21x16 cm,EcoChoice,T-shirt,Stainless Steel,https://thvnext.bing.com/th/id/OIP.spiPnLDAYXYXOZeuS3mxDgHaHa?w=186&h=187&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Chennai, India",37.5,100
P1119,ReThink T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,22x7x9 cm,ReThink,T-shirt,Wood (softwood),https://thvnext.bing.com/th/id/OIP.g1carZ2XnL5pd97CkebW6gHaJh?w=158&h=188&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Bangalore, India",26.66,77
P1143,EcoLife T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,18x28x1 cm,EcoLife,T-shirt,Plastic (general),https://thvnext.bing.com/th/id/OIP.Dlwh3Zg9DhbkV6X2mZooSgHaJf?w=149&h=192&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Chennai, India",15.08,65
P1145,EarthWise T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,38x28x2 cm,EarthWise,T-shirt,LDPE,https://thvnext.bing.com/th/id/OIP.D8XNvvTKNMcRWE2UDyVKxQHaHE?w=201&h=192&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Hyderabad, India",6.19,37
P1150,EcoChoice T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,39x9x10 cm,EcoChoice,T-shirt,Steel (virgin),https://thvnext.bing.com/th/id/OIP.WW7PNiq0-ZPqyDB4r2CnBgHaHa?w=192&h=192&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Hyderabad, India",50.42,94
P1153,EcoLife T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,15x48x9 cm,EcoLife,T-shirt,Plastic (general),https://thvnext.bing.com/th/id/OIP.m5uW-mBIsdYO1HPQPUom7wAAAA?w=155&h=214&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Chennai, India",72.65,91
P1164,ReThink T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,9x30x14 cm,ReThink,T-shirt,Wood (softwood),https://thvnext.bing.com/th/id/OIP.flgFpJXIHP5M5aA3Ua777gHaFj?w=222&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Chennai, India",58.72,53
P1176,Verde T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,28x21x5 cm,Verde,T-shirt,Rubber (natural),https://thvnext.bing.com/th/id/OIP.r2jNEqT0KVI9tMfMaHvNtgHaJ4?w=153&h=188&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Chennai, India",67.27,52
P1199,NatureMark T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,36x49x17 cm,NatureMark,T-shirt,PP,https://thvnext.bing.com/th/id/OIP.pQ1NWxMu0lgCxYkhysDL6QHaHa?w=188&h=188&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Delhi, India",42.11,74
P1002,EarthWise Water Bottle,Durable and reusable bottle for everyday hydration.,37x48x5 cm,EarthWise,Water Bottle,Glass (virgin),https://m.media-amazon.com/images/I/711lKqcxyKL._SL1500_.jpg,Verde Suppliers,"Hyderabad, India",91.27,19
P1005,EcoLife Water Bottle,Durable and reusable bottle for everyday hydration.,37x37x4 cm,EcoLife,Water Bottle,Concrete,https://tse4.mm.bing.net/th/id/OIP.8T7FqZ05mFgSET8hOAYjaQHaLH?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,EcoGoods Hub,"Bangalore, India",84.63,60
P1020,GreenGear Water Bottle,Durable and reusable bottle for everyday hydration.,24x19x18 cm,GreenGear,Water Bottle,Glass (virgin),https://ts4.mm.bing.net/th?id=OIP.AFHuCpALn7zxb-DUKyYs0QHaHB&pid=15.1,Nature's Store,"Hyderabad, India",86.14,19
P1023,EcoChoice Water Bottle,Durable and reusable bottle for everyday hydration.,28x26x7 cm,EcoChoice,Water Bottle,Paper (recycled),https://ts1.mm.bing.net/th?id=OIP.jzTbzEjM7ewhVniF4nE8dwHaHa&pid=15.1,EarthOutlet,"Delhi, India",32.12,41
P1037,PlanetWear Water Bottle,Durable and reusable bottle for everyday hydration.,12x35x15 cm,PlanetWear,Water Bottle,LDPE,https://ts3.mm.bing.net/th?id=OIP._gH_WLIdhjKlp1XUosLY2QHaHK&pid=15.1,Verde Suppliers,"Bangalore, India",82.3,80
P1068,NatureMark Water Bottle,Durable and reusable bottle for everyday hydration.,18x11x1 cm,NatureMark,Water Bottle,Paper (recycled),https://thvnext.bing.com/th?q=Nike+Water+Bottle&w=120&h=120&c=1&rs=1&qlt=90&cb=1&dpr=1.1&pid=InlineBlock&mkt=en-IN&cc=IN&setlang=en&adlt=strict&t=1&mw=247,GreenMart,"Chennai, India",76.86,26
P1071,NatureMark Water Bottle,Durable and reusable bottle for everyday hydration.,31x19x9 cm,NatureMark,Water Bottle,Steel (virgin),https://thvnext.bing.com/th/id/OIP.2u9G8jvGV1iagnhRABtpygHaHa?w=203&h=203&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Hyderabad, India",94.19,45
P1074,SustainAble Water Bottle,Durable and reusable bottle for everyday hydration.,46x22x20 cm,SustainAble,Water Bottle,Glass (virgin),https://thvnext.bing.com/th/id/OIP.D9UxlxbrWxUS6xGIkIBExwHaHa?w=203&h=203&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Delhi, India",37.66,64
P1075,EcoNest Water Bottle,Durable and reusable bottle for everyday hydration.,43x42x18 cm,EcoNest,Water Bottle,Rubber (natural),https://ts4.mm.bing.net/th?id=OIP.Z32UvI1Ri1-y0jFoWYltZgHaHq&pid=15.1,Verde Suppliers,"Bangalore, India",47.13,85
P1081,NatureMark Water Bottle,Durable and reusable bottle for everyday hydration.,31x26x17 cm,NatureMark,Water Bottle,Plastic (general),https://ts4.mm.bing.net/th?id=OIP.mntFw8mWH8iHnOZcQcfVDgHaHa&pid=15.1,EarthOutlet,"Chennai, India",83.78,44
P1085,EcoNest Water Bottle,Durable and reusable bottle for everyday hydration.,30x37x17 cm,EcoNest,Water Bottle,Glass (recycled),https://thvnext.bing.com/th/id/OIP.sIcAi2Ro_WVN4v7zV86h9QHaE0?w=269&h=180&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,GreenMart,"Delhi, India",87.89,16
P1097,Verde Water Bottle,Durable and reusable bottle for everyday hydration.,32x26x19 cm,Verde,Water Bottle,Copper,https://ts3.mm.bing.net/th?id=OIP.2HAFGjAX3ozslsSKaUZ2sAHaHa&pid=15.1,EcoGoods Hub,"Bangalore, India",66.19,79
P1098,Verde Water Bottle,Durable and reusable bottle for everyday hydration.,6x29x15 cm,Verde,Water Bottle,Rubber (natural),https://thvnext.bing.com/th/id/OIP.3xZZ0RJBGLlm2ACFtRJDygHaQM?w=89&h=90&c=1&rs=1&qlt=70&r=0&o=7&cb=thvnext&dpr=1.1&pid=InlineBlock&rm=3,EarthOutlet,"Delhi, India",67.78,29
P1101,ReThink Water Bottle,Durable and reusable bottle for everyday hydration.,7x22x17 cm,ReThink,Water Bottle,Plastic (general),https://thvnext.bing.com/th/id/OIP.tyQiTE-RlgwIy6APrLvQlAHaD4?w=318&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Delhi, India",16.73,30
P1107,EcoNest Water Bottle,Durable and reusable bottle for everyday hydration.,14x10x14 cm,EcoNest,Water Bottle,PP,https://thvnext.bing.com/th?q=Water+Bottle+No+Background&w=120&h=120&c=1&rs=1&qlt=90&cb=1&dpr=1.1&pid=InlineBlock&mkt=en-IN&cc=IN&setlang=en&adlt=strict&t=1&mw=247,EarthOutlet,"Mumbai, India",89.17,89
P1125,SustainAble Water Bottle,Durable and reusable bottle for everyday hydration.,22x37x8 cm,SustainAble,Water Bottle,Stainless Steel,https://thvnext.bing.com/th/id/OIP.p6IXmPr8mnRNs-z39dCq0AHaEK?w=294&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Chennai, India",71.37,22
P1133,EarthWise Water Bottle,Durable and reusable bottle for everyday hydration.,17x41x1 cm,EarthWise,Water Bottle,Steel (recycled),https://thvnext.bing.com/th/id/OIP.usDK2J_nMze9HwOn_FQqAQHaHa?w=165&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EarthOutlet,"Chennai, India",83.02,50
P1148,PlanetWear Water Bottle,Durable and reusable bottle for everyday hydration.,46x26x1 cm,PlanetWear,Water Bottle,Steel (virgin),https://thvnext.bing.com/th/id/OIP.7JX04xXOXdpzhoUjPNkv5QHaHa?w=216&h=216&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Hyderabad, India",19.56,31
P1159,EcoChoice Water Bottle,Durable and reusable bottle for everyday hydration.,37x30x4 cm,EcoChoice,Water Bottle,Glass (recycled),https://thvnext.bing.com/th?id=OIF.SK83%2ffwGi6rq69VNzEv%2fWg&w=283&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Chennai, India",98.34,47
P1173,EcoChoice Water Bottle,Durable and reusable bottle for everyday hydration.,44x42x16 cm,EcoChoice,Water Bottle,Organic Cotton,https://thvnext.bing.com/th/id/OIP.B6xv_MNrS9RNUJ9rYru3FAHaE8?w=305&h=203&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Bangalore, India",99.61,20
P1180,NatureMark Water Bottle,Durable and reusable bottle for everyday hydration.,17x12x9 cm,NatureMark,Water Bottle,Concrete,https://thvnext.bing.com/th/id/OIP.B1KERJ79v_MfwPqZudAnQQHaHU?w=179&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Chennai, India",14.99,39
P1182,EarthWise Water Bottle,Durable and reusable bottle for everyday hydration.,28x14x4 cm,EarthWise,Water Bottle,Paper (recycled),https://thvnext.bing.com/th/id/OIF.ky4WMSn7BlRf4acUgxN9oQ?w=267&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Bangalore, India",19.21,61
P1196,PlanetWear Water Bottle,Durable and reusable bottle for everyday hydration.,31x30x7 cm,PlanetWear,Water Bottle,Plastic (general),https://thvnext.bing.com/th/id/OIP.DkZRcjUu8lL6xYw2G5Mz2wHaHa?w=216&h=216&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EarthOutlet,"Hyderabad, India",19.53,12
P1197,EcoLife Water Bottle,Durable and reusable bottle for everyday hydration.,35x6x15 cm,EcoLife,Water Bottle,Glass (recycled),https://thvnext.bing.com/th/id/OIP.EpeOUEGZZEySJL-f2z_eXAHaJO?w=159&h=198&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Hyderabad, India",16.7,54
